product_id,name,city,store_code,category,subcategory,categories,url,http_status,final_url,current_price,regular_price,sale_price,price_text,description,short_description,sku,weight,images,status,stock,stock_quantity,related_products,tags,variations,attributes,breadcrumbs,scraped_at,error,extra
715,Merito,Guayaquil,gye,,,[],https://friovesa.com/product/merito/,200,https://friovesa.com/product/merito/,9.33,7.99,,"$ 7,99 - $ 9,33 Rango de precios: desde $7,99 hasta $9,33",,"Calidad Superior en Cada Filete Descubre la excelencia culinaria con Merito Premium. Este corte de pescado lleva tu cocina a un nivel superior, ya que cada porción de 1 kg contiene entre 7 y 8 filetes cuidadosamente seleccionados. Así, garantizamos una experiencia gastronómica inigualable. Este producto es ideal tanto para cenas elegantes como para comidas",43993,,"[""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/pez1.png?fit=370%2C270&ssl=1""]",activo,Con stock,,"[{""name"": ""Baby Calamar"", ""url"": ""https://friovesa.com/product/baby-calamar/""}, {""name"": ""Lomo Fino de Cerdo"", ""url"": ""https://friovesa.com/product/lomo-fino-de-cerdo/""}, {""name"": ""Alitas"", ""url"": ""https://friovesa.com/product/alitas/""}, {""name"": ""Lomo de Falda Entero"", ""url"": ""https://friovesa.com/product/lomo-de-falda-entero/""}]",[],"[{""attributes"": {""peso"": ""1-kg""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/pez1.png?fit=370%2C270&ssl=1"", ""in_stock"": true, ""price"": 9.33, ""regular_price"": 9.33, ""sale_price"": null, ""sku"": ""43993-01"", ""stock_quantity"": 20.0, ""variation_id"": ""1321"", ""weight"": """"}, {""attributes"": {""peso"": ""500-g""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/pez1.png?fit=370%2C270&ssl=1"", ""in_stock"": true, ""price"": 7.99, ""regular_price"": 7.99, ""sale_price"": null, ""sku"": ""43993-02"", ""stock_quantity"": 20.0, ""variation_id"": ""1322"", ""weight"": """"}]",{},"[""Inicio"", ""GYE""]",2026-08-15T08:49:30.548007+00:00,,"{""brand"": """", ""gtin"": """", ""listing"": {""name"": ""Merito"", ""price_text"": ""$ 7,99 - $ 9,33 Rango de precios: desde $7,99 hasta $9,33"", ""product_id"": ""715""}, ""mpn"": """", ""sitemap_lastmod"": ""2025-11-11T17:20:58+00:00""}"
4514,Alimento Barf 1kg a 48kg,Guayaquil,gye,Mascotas,,"[""Mascotas""]",https://friovesa.com/product/alimento-barf-1kg-a-48kg-2/,200,https://friovesa.com/product/alimento-barf-1kg-a-48kg-2/,168.0,3.99,,"$ 3,99 - $ 168,00 Rango de precios: desde $3,99 hasta $168,00",,"Barf Perros marca Barfy, Viene 1 kilogramo en cada funda dividido en porciones de 50 gramos en forma de huesito. Quiere decir que 20 huesitos en cada kilo Hay de pollo y de res Es la opción ideal para los propietarios que desean ofrecer a sus perros una alimentación natural y saludable. Esta dieta cruda",53396-3397,,"[""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/barf-nueva.png?fit=1511%2C1041&ssl=1""]",activo,Con stock,,"[{""name"": ""Longaniza"", ""url"": ""https://friovesa.com/product/longaniza/""}, {""name"": ""Pollo Entero"", ""url"": ""https://friovesa.com/product/pollo-entero/""}, {""name"": ""Alitas"", ""url"": ""https://friovesa.com/product/alitas/""}, {""name"": ""Lomo de Falda Entero"", ""url"": ""https://friovesa.com/product/lomo-de-falda-entero/""}]",[],"[{""attributes"": {""peso"": ""48-kg"", ""sabor"": ""pollo""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/barf-nueva.png?fit=1511%2C1041&ssl=1"", ""in_stock"": true, ""price"": 168, ""regular_price"": 168, ""sale_price"": null, ""sku"": ""53396-3397"", ""stock_quantity"": 3329.0, ""variation_id"": ""4515"", ""weight"": """"}, {""attributes"": {""peso"": ""15-kg"", ""sabor"": ""res""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/ChatGPT-Image-Nov-19-2025-10_31_24-AM.png?fit=1536%2C1024&ssl=1"", ""in_stock"": true, ""price"": 117, ""regular_price"": 117, ""sale_price"": null, ""sku"": ""53396-3397"", ""stock_quantity"": 3329.0, ""variation_id"": ""4516"", ""weight"": """"}, {""attributes"": {""peso"": ""21-kg"", ""sabor"": ""res""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/ChatGPT-Image-Nov-19-2025-10_31_24-AM.png?fit=1536%2C1024&ssl=1"", ""in_stock"": true, ""price"": 161, ""regular_price"": 161, ""sale_price"": null, ""sku"": ""53396-3397"", ""stock_quantity"": 3329.0, ""variation_id"": ""4517"", ""weight"": """"}, {""attributes"": {""peso"": ""3-kg"", ""sabor"": ""res""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/ChatGPT-Image-Nov-19-2025-10_31_24-AM.png?fit=1536%2C1024&ssl=1"", ""in_stock"": true, ""price"": 23.99, ""regular_price"": 23.99, ""sale_price"": null, ""sku"": ""53396-3397"", ""stock_quantity"": 3329.0, ""variation_id"": ""4518"", ""weight"": """"}, {""attributes"": {""peso"": ""5-kg"", ""sabor"": ""res""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/ChatGPT-Image-Nov-19-2025-10_31_24-AM.png?fit=1536%2C1024&ssl=1"", ""in_stock"": true, ""price"": 39.99, ""regular_price"": 39.99, ""sale_price"": null, ""sku"": ""53396-3397"", ""stock_quantity"": 3329.0, ""variation_id"": ""4519"", ""weight"": """"}, {""attributes"": {""peso"": ""10-kg"", ""sabor"": ""res""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/ChatGPT-Image-Nov-19-2025-10_31_24-AM.png?fit=1536%2C1024&ssl=1"", ""in_stock"": true, ""price"": 79, ""regular_price"": 79, ""sale_price"": null, ""sku"": ""53396-3397"", ""stock_quantity"": 3329.0, ""variation_id"": ""4520"", ""weight"": """"}, {""attributes"": {""peso"": ""1-kg"", ""sabor"": ""res""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/ChatGPT-Image-Nov-19-2025-10_31_24-AM.png?fit=1536%2C1024&ssl=1"", ""in_stock"": true, ""price"": 7.99, ""regular_price"": 7.99, ""sale_price"": null, ""sku"": ""53396-3397"", ""stock_quantity"": 3329.0, ""variation_id"": ""4521"", ""weight"": """"}, {""attributes"": {""peso"": ""42-kg"", ""sabor"": ""pollo""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/barf-nueva.png?fit=1511%2C1041&ssl=1"", ""in_stock"": true, ""price"": 147, ""regular_price"": 147, ""sale_price"": null, ""sku"": ""53396-3397"", ""stock_quantity"": 3329.0, ""variation_id"": ""4522"", ""weight"": """"}, {""attributes"": {""peso"": ""30-kg"", ""sabor"": ""pollo""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/barf-nueva.png?fit=1511%2C1041&ssl=1"", ""in_stock"": true, ""price"": 108, ""regular_price"": 108, ""sale_price"": null, ""sku"": ""53396-3397"", ""stock_quantity"": 3329.0, ""variation_id"": ""4523"", ""weight"": """"}, {""attributes"": {""peso"": ""15-kg"", ""sabor"": ""pollo""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/barf-nueva.png?fit=1511%2C1041&ssl=1"", ""in_stock"": true, ""price"": 57, ""regular_price"": 57, ""sale_price"": null, ""sku"": ""53396-3397"", ""stock_quantity"": 3329.0, ""variation_id"": ""4524"", ""weight"": """"}, {""attributes"": {""peso"": ""21-kg"", ""sabor"": ""pollo""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/barf-nueva.png?fit=1511%2C1041&ssl=1"", ""in_stock"": true, ""price"": 77.7, ""regular_price"": 77.7, ""sale_price"": null, ""sku"": ""53396-3397"", ""stock_quantity"": 3329.0, ""variation_id"": ""4525"", ""weight"": """"}, {""attributes"": {""peso"": ""10-kg"", ""sabor"": ""pollo""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/barf-nueva.png?fit=1511%2C1041&ssl=1"", ""in_stock"": true, ""price"": 39, ""regular_price"": 39, ""sale_price"": null, ""sku"": ""53396-3398"", ""stock_quantity"": 3329.0, ""variation_id"": ""4526"", ""weight"": """"}, {""attributes"": {""peso"": ""5-kg"", ""sabor"": ""pollo""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/ChatGPT-Image-Nov-19-2025-10_31_24-AM.png?fit=1536%2C1024&ssl=1"", ""in_stock"": true, ""price"": 19.99, ""regular_price"": 19.99, ""sale_price"": null, ""sku"": ""53396-3399"", ""stock_quantity"": 3329.0, ""variation_id"": ""4527"", ""weight"": """"}, {""attributes"": {""peso"": ""3-kg"", ""sabor"": ""pollo""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/ChatGPT-Image-Nov-19-2025-10_31_24-AM.png?fit=1536%2C1024&ssl=1"", ""in_stock"": true, ""price"": 11.99, ""regular_price"": 11.99, ""sale_price"": null, ""sku"": ""53396-3400"", ""stock_quantity"": 3329.0, ""variation_id"": ""4528"", ""weight"": """"}, {""attributes"": {""peso"": ""1-kg"", ""sabor"": ""pollo""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/ChatGPT-Image-Nov-19-2025-10_31_24-AM.png?fit=1536%2C1024&ssl=1"", ""in_stock"": true, ""price"": 3.99, ""regular_price"": 3.99, ""sale_price"": null, ""sku"": ""53396-3401"", ""stock_quantity"": 3329.0, ""variation_id"": ""4529"", ""weight"": """"}]",{},"[""Inicio"", ""GYE"", ""Mascotas""]",2026-08-13T09:35:59.579137+00:00,,"{""brand"": """", ""gtin"": """", ""listing"": {""name"": ""Alimento Barf 1kg a 48kg"", ""price_text"": ""$ 3,99 - $ 168,00 Rango de precios: desde $3,99 hasta $168,00"", ""product_id"": ""4514""}, ""mpn"": """", ""sitemap_lastmod"": ""2026-07-28T13:09:39+00:00""}"
1028,Bondiola,Guayaquil,gye,Proteinas Gye,Cerdo,"[""Proteinas Gye"", ""Cerdo""]",https://friovesa.com/product/bondiola/,200,https://friovesa.com/product/bondiola/,10.5,5.9,,"$ 5,90 - $ 10,50 Rango de precios: desde $5,90 hasta $10,50",,,91239,,"[""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/726f04c0-c7e9-43f9-ad1e-e9855359e1f5.png?fit=1448%2C1086&ssl=1""]",activo,Con stock,,"[{""name"": ""Nuggets de Pollo"", ""url"": ""https://friovesa.com/product/nuggets-de-pollo/""}, {""name"": ""Jamón Sanduchero"", ""url"": ""https://friovesa.com/product/jamon-sanduchero/""}, {""name"": ""Alitas"", ""url"": ""https://friovesa.com/product/alitas/""}, {""name"": ""Pechuga Limpia"", ""url"": ""https://friovesa.com/product/pechuga-limpia/""}]",[],"[{""attributes"": {""peso"": ""1-kg""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/726f04c0-c7e9-43f9-ad1e-e9855359e1f5.png?fit=1448%2C1086&ssl=1"", ""in_stock"": true, ""price"": 10.5, ""regular_price"": 10.5, ""sale_price"": null, ""sku"": ""91239-01"", ""stock_quantity"": 20.0, ""variation_id"": ""1029"", ""weight"": """"}, {""attributes"": {""peso"": ""500-g""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/726f04c0-c7e9-43f9-ad1e-e9855359e1f5.png?fit=1448%2C1086&ssl=1"", ""in_stock"": true, ""price"": 5.9, ""regular_price"": 5.9, ""sale_price"": null, ""sku"": ""91239-02"", ""stock_quantity"": 20.0, ""variation_id"": ""1030"", ""weight"": """"}]",{},"[""Inicio"", ""GYE"", ""Proteínas"", ""Cerdo""]",2026-08-15T08:49:26.242378+00:00,,"{""brand"": """", ""gtin"": """", ""listing"": {""name"": ""Bondiola"", ""price_text"": ""$ 5,90 - $ 10,50 Rango de precios: desde $5,90 hasta $10,50"", ""product_id"": ""1028""}, ""mpn"": """", ""sitemap_lastmod"": ""2026-06-11T03:18:07+00:00""}"
5616,Brazo Cerdo,Guayaquil,gye,Proteinas Gye,Cerdo,"[""Proteinas Gye"", ""Cerdo""]",https://friovesa.com/product/brazo-cerdo/,200,https://friovesa.com/product/brazo-cerdo/,32.0,32.0,,"$ 32,00",,,62788,,"[""https://i0.wp.com/friovesa.com/wp-content/uploads/2026/07/9dd4bfc8-a792-415c-afd8-c7e61ac6e700.png?fit=1448%2C1086&ssl=1""]",activo,,,"[{""name"": ""Fritada"", ""url"": ""https://friovesa.com/product/fritada/""}, {""name"": ""Costillas St. Louis"", ""url"": ""https://friovesa.com/product/costillas-st-louis/""}, {""name"": ""Longaniza"", ""url"": ""https://friovesa.com/product/longaniza/""}, {""name"": ""Pechuga Limpia"", ""url"": ""https://friovesa.com/product/pechuga-limpia/""}]",[],[],{},"[""Inicio"", ""GYE"", ""Proteínas"", ""Cerdo""]",2026-08-16T08:48:50.327800+00:00,,"{""brand"": """", ""gtin"": """", ""listing"": {""name"": ""Brazo Cerdo"", ""price_text"": ""$ 32,00"", ""product_id"": ""5616""}, ""mpn"": """", ""sitemap_lastmod"": ""2026-07-31T20:11:07+00:00""}"
1147,Carne Molida de Cerdo,Guayaquil,gye,Proteinas Gye,Cerdo,"[""Proteinas Gye"", ""Cerdo""]",https://friovesa.com/product/carne-molida-de-cerdo/,200,https://friovesa.com/product/carne-molida-de-cerdo/,8.0,6.0,,"$ 6,00 - $ 8,00 Rango de precios: desde $6,00 hasta $8,00",,,93229,,"[""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/db2b9a09-5b76-4d7a-9142-fa60b9f469e4.png?fit=1477%2C1065&ssl=1""]",activo,Con stock,,"[{""name"": ""Pulpo"", ""url"": ""https://friovesa.com/product/pulpo/""}, {""name"": ""Baby Calamar"", ""url"": ""https://friovesa.com/product/baby-calamar/""}, {""name"": ""Róbalo"", ""url"": ""https://friovesa.com/product/robalo/""}, {""name"": ""Alitas"", ""url"": ""https://friovesa.com/product/alitas/""}]",[],"[{""attributes"": {""peso"": ""1-kg""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/db2b9a09-5b76-4d7a-9142-fa60b9f469e4.png?fit=1477%2C1065&ssl=1"", ""in_stock"": true, ""price"": 8, ""regular_price"": 8, ""sale_price"": null, ""sku"": ""93229-01"", ""stock_quantity"": 19.0, ""variation_id"": ""1148"", ""weight"": """"}, {""attributes"": {""peso"": ""500-g""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/db2b9a09-5b76-4d7a-9142-fa60b9f469e4.png?fit=1477%2C1065&ssl=1"", ""in_stock"": true, ""price"": 6, ""regular_price"": 6, ""sale_price"": null, ""sku"": ""93229-02"", ""stock_quantity"": 20.0, ""variation_id"": ""1166"", ""weight"": """"}]",{},"[""Inicio"", ""GYE"", ""Proteínas"", ""Cerdo""]",2026-08-13T09:36:00.569021+00:00,,"{""brand"": """", ""gtin"": """", ""listing"": {""name"": ""Carne Molida de Cerdo"", ""price_text"": ""$ 6,00 - $ 8,00 Rango de precios: desde $6,00 hasta $8,00"", ""product_id"": ""1147""}, ""mpn"": """", ""sitemap_lastmod"": ""2026-07-28T13:09:53+00:00""}"
5622,Chicharron,Guayaquil,gye,Proteinas Gye,Cerdo,"[""Proteinas Gye"", ""Cerdo""]",https://friovesa.com/product/chicharron/,200,https://friovesa.com/product/chicharron/,4.9,4.9,,"$ 4,90",,,31933,,"[""https://i0.wp.com/friovesa.com/wp-content/uploads/2026/07/a84b2272-6d71-4856-b806-c6b304e92a57.png?fit=1469%2C1071&ssl=1""]",activo,,,"[{""name"": ""Longaniza"", ""url"": ""https://friovesa.com/product/longaniza/""}, {""name"": ""Lomo de Falda Entero"", ""url"": ""https://friovesa.com/product/lomo-de-falda-entero/""}, {""name"": ""Piernas"", ""url"": ""https://friovesa.com/product/piernas/""}, {""name"": ""Pechuga Limpia"", ""url"": ""https://friovesa.com/product/pechuga-limpia/""}]",[],[],{},"[""Inicio"", ""GYE"", ""Proteínas"", ""Cerdo""]",2026-08-16T08:48:50.529707+00:00,,"{""brand"": """", ""gtin"": """", ""listing"": {""name"": ""Chicharron"", ""price_text"": ""$ 4,90"", ""product_id"": ""5622""}, ""mpn"": """", ""sitemap_lastmod"": ""2026-07-31T20:16:55+00:00""}"
218,Chuleta de Cerdo,Guayaquil,gye,Proteinas Gye,Cerdo,"[""Proteinas Gye"", ""Cerdo""]",https://friovesa.com/product/chuleta-de-cerdo/,200,https://friovesa.com/product/chuleta-de-cerdo/,7.9,4.9,,"$ 4,90 - $ 7,90 Rango de precios: desde $4,90 hasta $7,90",,"Introducción a las Chuletas de Cerdo Las chuletas de cerdo son un clásico en la cocina que no puede faltar en tu mesa. Este paquete de Chuletas de Cerdo de 1kg, compuesto por 6 unidades, ofrece una deliciosa y versátil opción para cualquier comida. Además, cada chuleta es seleccionada cuidadosamente para asegurar un sabor jugoso",13944,,"[""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/2568b7c0-708d-40b4-b117-a910db288408.png?fit=1454%2C1082&ssl=1""]",activo,Con stock,,"[{""name"": ""Costillas St. Louis"", ""url"": ""https://friovesa.com/product/costillas-st-louis/""}, {""name"": ""Jamón Sanduchero"", ""url"": ""https://friovesa.com/product/jamon-sanduchero/""}, {""name"": ""Salón"", ""url"": ""https://friovesa.com/product/salon/""}, {""name"": ""Morcilla"", ""url"": ""https://friovesa.com/product/morcilla/""}]",[],"[{""attributes"": {""peso"": ""1-kg"", ""tipo"": ""Nuca""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/2568b7c0-708d-40b4-b117-a910db288408.png?fit=1454%2C1082&ssl=1"", ""in_stock"": true, ""price"": 7.9, ""regular_price"": 7.9, ""sale_price"": null, ""sku"": ""13944"", ""stock_quantity"": 20.0, ""variation_id"": ""5619"", ""weight"": """"}, {""attributes"": {""peso"": ""500-g"", ""tipo"": ""Nuca""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/2568b7c0-708d-40b4-b117-a910db288408.png?fit=1454%2C1082&ssl=1"", ""in_stock"": true, ""price"": 4.9, ""regular_price"": 4.9, ""sale_price"": null, ""sku"": ""13944"", ""stock_quantity"": 20.0, ""variation_id"": ""5620"", ""weight"": """"}, {""attributes"": {""peso"": ""500-g"", ""tipo"": ""Pierna""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/2568b7c0-708d-40b4-b117-a910db288408.png?fit=1454%2C1082&ssl=1"", ""in_stock"": true, ""price"": 4.9, ""regular_price"": 4.9, ""sale_price"": null, ""sku"": ""13944"", ""stock_quantity"": 20.0, ""variation_id"": ""5607"", ""weight"": """"}, {""attributes"": {""peso"": ""500-g"", ""tipo"": ""Lomo""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/2568b7c0-708d-40b4-b117-a910db288408.png?fit=1454%2C1082&ssl=1"", ""in_stock"": true, ""price"": 4.9, ""regular_price"": 4.9, ""sale_price"": null, ""sku"": ""13944"", ""stock_quantity"": 20.0, ""variation_id"": ""5608"", ""weight"": """"}, {""attributes"": {""peso"": ""1-kg"", ""tipo"": ""Pierna""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/2568b7c0-708d-40b4-b117-a910db288408.png?fit=1454%2C1082&ssl=1"", ""in_stock"": true, ""price"": 7.9, ""regular_price"": 7.9, ""sale_price"": null, ""sku"": ""13944-03"", ""stock_quantity"": 20.0, ""variation_id"": ""5609"", ""weight"": """"}, {""attributes"": {""peso"": ""1-kg"", ""tipo"": ""Lomo""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/2568b7c0-708d-40b4-b117-a910db288408.png?fit=1454%2C1082&ssl=1"", ""in_stock"": true, ""price"": 7.9, ""regular_price"": 7.9, ""sale_price"": null, ""sku"": ""13944-04"", ""stock_quantity"": 20.0, ""variation_id"": ""5610"", ""weight"": """"}, {""attributes"": {""peso"": ""1-kg"", ""tipo"": ""Brazo""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/2568b7c0-708d-40b4-b117-a910db288408.png?fit=1454%2C1082&ssl=1"", ""in_stock"": true, ""price"": 7.9, ""regular_price"": 7.9, ""sale_price"": null, ""sku"": ""13944-01"", ""stock_quantity"": 20.0, ""variation_id"": ""1018"", ""weight"": """"}, {""attributes"": {""peso"": ""500-g"", ""tipo"": ""Brazo""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/2568b7c0-708d-40b4-b117-a910db288408.png?fit=1454%2C1082&ssl=1"", ""in_stock"": true, ""price"": 4.9, ""regular_price"": 4.9, ""sale_price"": null, ""sku"": ""13944-02"", ""stock_quantity"": 20.0, ""variation_id"": ""1019"", ""weight"": """"}]",{},"[""Inicio"", ""GYE"", ""Proteínas"", ""Cerdo""]",2026-08-16T08:48:50.593730+00:00,,"{""brand"": """", ""gtin"": """", ""listing"": {""name"": ""Chuleta de Cerdo"", ""price_text"": ""$ 4,90 - $ 7,90 Rango de precios: desde $4,90 hasta $7,90"", ""product_id"": ""218""}, ""mpn"": """", ""sitemap_lastmod"": ""2026-07-31T20:09:27+00:00""}"
1067,Costilla de Cerdo,Guayaquil,gye,Proteinas Gye,Cerdo,"[""Proteinas Gye"", ""Cerdo""]",https://friovesa.com/product/costilla-de-cerdo/,200,https://friovesa.com/product/costilla-de-cerdo/,13.99,7.0,,"$ 7,00 - $ 13,99 Rango de precios: desde $7,00 hasta $13,99",,,69475,,"[""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/9d262b55-30cc-4842-928a-31c77282691a.png?fit=1448%2C1086&ssl=1""]",activo,Con stock,,"[{""name"": ""Baby Calamar"", ""url"": ""https://friovesa.com/product/baby-calamar/""}, {""name"": ""Tocino"", ""url"": ""https://friovesa.com/product/tocino/""}, {""name"": ""Piernas"", ""url"": ""https://friovesa.com/product/piernas/""}, {""name"": ""Pechuga Limpia"", ""url"": ""https://friovesa.com/product/pechuga-limpia/""}]",[],"[{""attributes"": {""peso"": ""1-kg""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/9d262b55-30cc-4842-928a-31c77282691a.png?fit=1448%2C1086&ssl=1"", ""in_stock"": true, ""price"": 13.99, ""regular_price"": 13.99, ""sale_price"": null, ""sku"": ""69475-01"", ""stock_quantity"": 20.0, ""variation_id"": ""1069"", ""weight"": """"}, {""attributes"": {""peso"": ""500-g""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/9d262b55-30cc-4842-928a-31c77282691a.png?fit=1448%2C1086&ssl=1"", ""in_stock"": true, ""price"": 7, ""regular_price"": 7, ""sale_price"": null, ""sku"": ""69475-02"", ""stock_quantity"": 20.0, ""variation_id"": ""1070"", ""weight"": """"}]",{},"[""Inicio"", ""GYE"", ""Proteínas"", ""Cerdo""]",2026-08-15T08:49:26.237688+00:00,,"{""brand"": """", ""gtin"": """", ""listing"": {""name"": ""Costilla de Cerdo"", ""price_text"": ""$ 7,00 - $ 13,99 Rango de precios: desde $7,00 hasta $13,99"", ""product_id"": ""1067""}, ""mpn"": """", ""sitemap_lastmod"": ""2026-06-11T02:41:30+00:00""}"
255,Costillas St. Louis,Guayaquil,gye,Proteinas Gye,Cerdo,"[""Proteinas Gye"", ""Cerdo""]",https://friovesa.com/product/costillas-st-louis/,200,https://friovesa.com/product/costillas-st-louis/,10.2,5.1,,"$ 5,10 - $ 10,20 Rango de precios: desde $5,10 hasta $10,20",,"¿Por qué Elegir Costillas Corte San Luis? Las Costillas Corte San Luis 1Kg son una opción ideal para quienes buscan carne jugosa y tierna. Este corte, que proviene de la parte inferior de las costillas del cerdo, se destaca por su textura excepcional y sabor profundo. Además, cada kilogramo es cuidadosamente seleccionado para garantizar la",29452,,"[""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/ed4378d1-de39-4ff0-9ebf-5544d49f32c1.png?fit=1512%2C1040&ssl=1""]",activo,Con stock,,"[{""name"": ""Pulpo"", ""url"": ""https://friovesa.com/product/pulpo/""}, {""name"": ""Punta de Cadera Fileteada"", ""url"": ""https://friovesa.com/product/punta-de-cadera-fileteada/""}, {""name"": ""Fritada"", ""url"": ""https://friovesa.com/product/fritada/""}, {""name"": ""Alitas"", ""url"": ""https://friovesa.com/product/alitas/""}]",[],"[{""attributes"": {""peso"": ""1-kg""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/ed4378d1-de39-4ff0-9ebf-5544d49f32c1.png?fit=1512%2C1040&ssl=1"", ""in_stock"": true, ""price"": 10.2, ""regular_price"": 10.2, ""sale_price"": null, ""sku"": ""29452-01"", ""stock_quantity"": 20.0, ""variation_id"": ""1022"", ""weight"": """"}, {""attributes"": {""peso"": ""500-g""}, ""description"": """", ""image"": ""https://i0.wp.com/friovesa.com/wp-content/uploads/2025/10/ed4378d1-de39-4ff0-9ebf-5544d49f32c1.png?fit=1512%2C1040&ssl=1"", ""in_stock"": true, ""price"": 5.1, ""regular_price"": 5.1, ""sale_price"": null, ""sku"": ""29452-02"", ""stock_quantity"": 20.0, ""variation_id"": ""1023"", ""weight"": """"}]",{},"[""Inicio"", ""GYE"", ""Proteínas"", ""Cerdo""]",2026-08-15T08:49:26.645554+00:00,,"{""brand"": """", ""gtin"": """", ""listing"": {""name"": ""Costillas St. Louis"", ""price_text"": ""$ 5,10 - $ 10,20 Rango de precios: desde $5,10 hasta $10,20"", ""product_id"": ""255""}, ""mpn"": """", ""sitemap_lastmod"": ""2026-06-11T03:18:19+00:00""}"
5612,Cuero Cerdo 1kg,Guayaquil,gye,Proteinas Gye,Cerdo,"[""Proteinas Gye"", ""Cerdo""]",https://friovesa.com/product/cuero-cerdo-1kg/,200,https://friovesa.com/product/cuero-cerdo-1kg/,4.8,4.8,,"$ 4,80",,,88656,,"[""https://i0.wp.com/friovesa.com/wp-content/uploads/2026/07/b373235d-7e28-48d4-8e71-ff829c69f2d8.png?fit=1535%2C1024&ssl=1""]",activo,,,"[{""name"": ""Baby Calamar"", ""url"": ""https://friovesa.com/product/baby-calamar/""}, {""name"": ""Pulpo"", ""url"": ""https://friovesa.com/product/pulpo/""}, {""name"": ""Morcilla"", ""url"": ""https://friovesa.com/product/morcilla/""}, {""name"": ""Lomo de Falda Fileteado"", ""url"": ""https://friovesa.com/product/lomo-de-falda-fileteado/""}]",[],[],{},"[""Inicio"", ""GYE"", ""Proteínas"", ""Cerdo""]",2026-08-16T08:48:50.930907+00:00,,"{""brand"": """", ""gtin"": """", ""listing"": {""name"": ""Cuero Cerdo 1kg"", ""price_text"": ""$ 4,80"", ""product_id"": ""5612""}, ""mpn"": """", ""sitemap_lastmod"": ""2026-07-31T20:11:24+00:00""}"
